  01/12/1913,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  02/12/1913,,,,,,,,,
  02/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  03/12/1913,,,,,,,,,
  03/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  04/12/1913,,,,,,,,,
  04/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  05/12/1913,,,,,,,,,
  05/12/1913,,,37.8,-122.3,            sausalito cal,                sausalito,,,
  06/12/1913,,,,,,,,,
  06/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  07/12/1913,,,,,,,,,
  07/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  08/12/1913,,,,,,,,,
  08/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  09/12/1913,,,,,,,,,
  09/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  10/12/1913,,,,,,,,,
  10/12/1913,   36 44 N,  122 17 W,37.8,-122.3,     sausalito california,                sausalito,,,
  11/12/1913,,,42.2,41.7,  pidgeon pt 4 pts on bow,                     poti,pigeon point lighthouse,37 10 54.3N,122 23 38.1W
  11/12/1913,   34 51 N,  121 18 W,55,-1.5,     at sea pacific coast,                      tic,north pacific,,
  12/12/1913,,,12.8,45,   made arguella lt ne14n,                     aden,point arguello light,34 34 37.4N,120 38 49.9W
  12/12/1913,   33 45 N,  118 36 W,30.5,47.9,entering san pedro harbor,            san pedro bay,san pedro los angeles,33.74N,118.29W
  13/12/1913,,,12.5,-25,   ese58e for pt vincente,             point fortin,point vicente light,33.741867N,118.410738W
  13/12/1913,   33 01 N,  117 37 W,33.7,-118.3,     san pedro california,          san pedro calif,north pacific,,
  14/12/1913,,,41.1,-3,made vessels signal number to fort rosecrans and to uss yorktown,            san diego usa,naval base point loma,32 40 37N,117 14 41W
  14/12/1913,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  15/12/1913,,,,,,,,,
  15/12/1913,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  16/12/1913,,,,,,,,,
  16/12/1913,,,32.7,-117.2,            san diego cal,            san diego usa,,,
  17/12/1913,,,,,,,,,
  17/12/1913,   33 40 N,  117 35 W,32.7,-117.2,     san diego california,            san diego usa,,,
  18/12/1913,,,56.2,-3,anchored off par 5 near fort rosecrans,                    forth,naval base point loma,,
  18/12/1913,,,30.5,47.9,outer santa barbara channel,                     deal,santa barbara channel,34 14 31N,119 53 24W
  19/12/1913,,,55.1,-162.3,stood various courses out of dakins cove,                king cove,santa barbara channel,,
  19/12/1913,   33 22 N,  119 38 W,52.1,47.9,outer santa barbara channel,                    basra,santa barbara channel,,
  20/12/1913,,,30.5,16.7,stood over toward beggs rock,                     hvar,begg rock,33.362N,119.695W
  20/12/1913,,,33.7,-118.3,            san pedro cal,          san pedro calif,,,
  21/12/1913,,,12.8,47.9,  hueneme lt abeam 48 mls,               st vincent,point hueneme light,34.145176N,119.210019W
  21/12/1913,   36 32 N,  122 15 W,30.5,47.9,northern entrance to santa barbara channel,                    basra,santa barbara channel,,
  22/12/1913,,,42.2,41.7,pigeon point bearing nxe58e,                     poti,pigeon point lighthouse,,
  22/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  23/12/1913,,,37.8,-122.3,steaming in to anchorage off sausalito,                sausalito,,,
  23/12/1913,,,37.8,-122.3,            sausalito cal,                sausalito,,,
  24/12/1913,,,,,,,,,
  24/12/1913,,,37.8,-122.3,            sausalito cal,                sausalito,,,
  25/12/1913,,,,,,,,,
  25/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  26/12/1913,,,,,,,,,
  26/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  27/12/1913,,,,,,,,,
  27/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  28/12/1913,,,,,,,,,
  28/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  29/12/1913,,,37.8,-122.4,passed golden gate standing into harbor,        san francisco bay,,,
  29/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  30/12/1913,,,,,,,,,
  30/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,,,,,,,
  31/12/1913,,,37.8,-122.3,     sausalito california,                sausalito,,,
  01/01/1914,,,,,,,,,
  01/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  02/01/1914,,,30,48.5, sexe38e for duxbury reef,                    forth,bolinas bay,37 53 36N,122 39 58W
  02/01/1914,,,44.1,-122.3,    gulf of the farallows,                sausalito,gulf of the farallones,37.7504857N,122.7516535W
  03/01/1914,,,44.1,15.2,farallon lt bore w18s mag,                     zara,farallon island light,37.698966N,123.001651W
  03/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  04/01/1914,,,,,,,,,
  04/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  05/01/1914,,,-8.7,-122.3,underway for california city,                sausalito,gulf of the farallones,,
  05/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  06/01/1914,,,,,,,,,
  06/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  07/01/1914,,,,,,,,,
  07/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  08/01/1914,,,37.8,-122.3,mile rock abeam  stood over for south channel and down south channel,                sausalito,mile rocks light,37.792765N,122.510366W
  08/01/1914,,,-8.7,115.2,           santa cruz cal,                     bali,santa cruz california,36 58 19N,122 1 35W
  09/01/1914,,,,,    anchored off monterey,,,,
  09/01/1914,,,22.6,59.5,      monterey california,                      sur,monterey california,36 36N,121 54W
  10/01/1914,,,22.6,114.2,pt sur abeam dist 29 miles,                     tolo,point sur lighthouse,36 18 22.79N,121 54 5.36W
  10/01/1914,,,-8.7,115.2,  off coast of california,                     bali,point arguello light,,
  11/01/1914,,,30.5,47.9, judge rock bearing south,                    basra,santa barbara channel,,
  11/01/1914,,,30.5,47.9,        santa barbara cal,                    basra,santa barbara channel,,
  12/01/1914,,,33.5,47.9,san luis point light abeam,                     nice,point san luis light,35.160362N,120.760882W
  12/01/1914,,,-8.7,115.2,  off coast of california,                     bali,gulf of the farallones,,
  13/01/1914,,,,,,,,,
  13/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  14/01/1914,,,22.1,114.3,rounded buoy 1 four fathom bank,             lima channel,bonita channel,37.829928N,122.559143W
  14/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  15/01/1914,,,,,,,,,
  15/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  16/01/1914,,,37.8,122.3,pt san pedro abeam dist 24 miles,                sausalito,san pedro rock,37 35 43N,122 31 27W
  16/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  17/01/1914,,,-8.7,-70.2,stood various courses and speeds from anchorage thru golden gate,                  el buoy,golden gate,37 49N,122 29W
  17/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  18/01/1914,,,,,,,,,
  18/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  19/01/1914,,,,,,,,,
  19/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  20/01/1914,,,,,,,,,
  20/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  21/01/1914,,,12.8,-3,      pt arena lt bg n14w,                     aden,point arena light,38 57 17.1N,123 44 25.8W
  21/01/1914,,,36.1,115.2, cape vescaino california,                 cape ivi,rockport california,39 44 20N,123 48 58W
  22/01/1914,,,12.8,45,pt delgada bg nxw dist 14 12 miles,                     aden,shelter cove california,40 01 50N,124 04 23W
  22/01/1914,,,56.2,-3,      north pacific ocean,                    forth,gulf of the farallones,,
  23/01/1914,,,12.8,41.7,made farralones slightly on stbd bow,                     aden,gulf of the farallones,,
  23/01/1914,,,55.1,-6,         monterey bay cal,                  red bay,monterey california,,
  24/01/1914,,,30.5,117.1,standing into monterey harbor,                   anking,monterey california,,
  24/01/1914,,,-8.7,115.2,             monterey cal,                     bali,monterey california,,
  25/01/1914,,,,,,,,,
  25/01/1914,,,56,-4.8,      monterey california,                    t o b,monterey california,,
  26/01/1914,,,37.8,112.4,standing into bonita channel,                     hoia,bonita channel,,
  26/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  26/01/1914,,,,,,,,,
  26/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  28/01/1914,,,,,,,,,
  28/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  29/01/1914,,,,,,,,,
  29/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  30/01/1914,,,,,,,,,
  30/01/1914,,,37.8,-122.3,     sausalito california,                sausalito,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,,,,,,,
  31/01/1914,,,30.6,117.2,            neah bay wash,                    mashi,neah bay washington,48 21 56N,124 36 56W
  01/01/1916,,,,,,,,,
  01/01/1916,,,30.6,117.2,            neah bay wash,                    mashi,neah bay washington,,
  02/01/1916,,,,,,,,,
  02/01/1916,,,30.6,117.2,            neah bay wash,                    mashi,neah bay washington,,
  03/01/1916,,,,,,,,,
  03/01/1916,,,30.6,117.2,            neah bay wash,                    mashi,neah bay washington,,
  04/01/1916,,,,,,,,,
  04/01/1916,,,30.6,117.2,            neah bay wash,                    mashi,neah bay washington,,
  05/01/1916,,,,,,,,,
  05/01/1916,,,30.6,117.2,      neah bay washington,                    mashi,neah bay washington,,
  06/01/1915,,,,,,,,,
  06/01/1915,,,30.6,117.2,            neah bay wash,                    mashi,neah bay washington,,
  07/01/1916,,,,,,,,,
  07/01/1916,,,65.4,32.6,            neah bay wash,              port rescue,neah bay washington,,
  08/01/1916,,,43.1,32.6,rounded ediz hook and stood into port angeles,                   port t,port angeles,48 06 47N,123 26 27W
  08/01/1916,,,29.9,32.6,        port angeles wash,                   port t,port angeles,,
  09/01/1916,,,43.1,16.7,steamed to service wharf on ediz hook,                     hvar,ediz hook,48 8 29N,123 26 15W
  09/01/1916,,,29.9,32.6,        port angeles wash,                   port t,port angeles,,
  10/01/1916,,,,,,,,,
  10/01/1916,,,,,       off ediz hook wash,,,,
  11/01/1916,,,,,,,,,
  11/01/1916,,,29.9,32.6,       off ediz hook wash,                   port t,ediz hook,,
  12/01/1916,,,29.9,32.6,  stood into port angeles,                   port t,port angeles,,
  12/01/1916,,,29.9,32.6,        port angeles wash,                   port t,port angeles,,
  13/01/1916,,,43.1,16.7,steamed to service wharf at ediz hook,                     hvar,ediz hook,,
  13/01/1916,,,22.4,113.9,           ediz hook wash,                   tongku,ediz hook,,
  14/01/1916,,,30.5,117.1,             ediz hook lt,                    nunea,ediz hook,,
  14/01/1916,,,30.6,117.2,            neah bay wash,                    mashi,neah bay washington,,
  15/01/1916,,,,,,,,,
  15/01/1916,,,30.6,117.2,              neah bay wn,                    mashi,neah bay washington,,
  16/01/1916,,,,,,,,,
  16/01/1916,,,30.6,117.2,            neah bay wash,                    mashi,neah bay washington,,
  17/01/1916,,,43.5,120.4,stood out by tatoosh island,                   cannes,tatoosh island washington,48.392N,124.735W
  17/01/1916,,,34.2,132.6,              neah bay wn,                    mashi,neah bay washington,,
  18/01/1916,,,32,120.4,    tatoosch lt bg ssw14w,              rose island,tatoosh island washington,,
  18/01/1916,,,30.6,117.2,            neah bay wash,                    mashi,neah bay washington,,
  19/01/1916,,,,,,,,,
  19/01/1916,,,30.6,117.2,              neah bay wn,                    mashi,neah bay washington,,
  20/01/1915,,,,,,,,,
  20/01/1915,,,30.6,117.2,              neah bay wn,                    mashi,neah bay washington,,
  21/01/1916,,,,,,,,,
  21/01/1916,,,24.5,117.2,              neah bay wn,                   port t,neah bay washington,,
  22/01/1915,,,29.9,32.6,proceeding to port angeles,                   port t,port angeles,,
  22/01/1915,,,29.9,32.6,        port angeles wash,                   port t,port angeles,,
  23/01/1915,,,,,,,,,
  23/01/1915,,,29.9,32.6,  port angeles washington,                   port t,port angeles,,
  24/01/1915,,,54.2,-165.6,anchored in port angeles harbor,              lost harbor,port angeles,,
  24/01/1915,,,29.9,32.6,  port angeles washington,                   port t,port angeles,,
  25/01/1915,,,30,-3.2,  marrowstone lt ho abeam,                   port t,marrowstone point light,48.1018N,122.6879W
  25/01/1915,,,,,,,,,
  25/01/1915,,,48.8,-123,         west point abeam,              tolo harbor,west point light,47 39 42N,122 26 8W
  25/01/1915,,,47.6,-122.3,       seattle washington,                  seattle,,,
  26/01/1915,,,,,,,,,
  26/01/1915,,,47.6,-122.3,               seattle wn,                  seattle,,,
  27/01/1916,,,,,,,,,
  27/01/1916,,,47.6,-122.3,               seattle wn,                  seattle,,,
  28/01/1916,,,,,,,,,
  28/01/1916,,,47.6,-122.3,       seattle washington,                  seattle,,,
  29/01/1916,,,,,,,,,
  29/01/1916,,,47.6,-122.3,               seattle wn,                  seattle,,,
  30/01/1916,,,,,,,,,
  30/01/1916,,,47.6,-122.3,       seattle washington,                  seattle,,,
  31/01/1916,,,,,,,,,
  31/01/1916,,,,,,,,,
