  01/01/1898,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  01/01/1898,,,32.8,-79.9,moored alongside u s s charleston mare id cal,            charleston sc,mare island naval shipyard,38 5 24N,122 15 48W
  02/01/1898,,,,,,,,,
  02/01/1898,,,32.8,-79.9,moored alongside uss charleston mare island cal,               charleston,mare island naval shipyard,,
  03/01/1898,,,,,,,,,
  03/01/1898,,,32.8,-79.9,moored alongside uss charleston mare island cal,            charleston sc,mare island naval shipyard,,
  04/01/1898,,,,,,,,,
  04/01/1898,,,,,moored alongside u s s charleston mare island cal,,,,
  05/01/1898,,,,,,,,,
  05/01/1898,,,,,moored alongside uss charleston mare island cal,,,,
  06/01/1898,,,,,,,,,
  06/01/1898,,,,,moored alongside uss charleston mare island cal,,,,
  07/01/1898,,,,,,,,,
  07/01/1898,,,38.1,-122.3,making passage from mare island cal to honolulu hi,              mare island,,,
  08/01/1898,,,,,,,,,
  08/01/1898,     36 33,    126 11,38.1,-122.3,                     noon,              mare island,north pacific,,
  09/01/1898,,,,,,,,,
  09/01/1898,     34 54,    129 48,21.3,-122.3,                     noon,                 honolulu,north pacific,,
  10/01/1898,,,,,,,,,
  10/01/1898,     33 17,    133 22,38.1,-157.9,                     noon,                 honolulu,north pacific,,
  11/01/1898,,,,,,,,,
  11/01/1898,     31 39,    137 10,38.1,-157.9,                     noon,              mare island,north pacific,,
  12/01/1898,,,,,,,,,
  12/01/1898,     29 55,    141 08,21.3,-122.3,                     noon,                 honolulu,north pacific,,
  13/01/1898,,,,,,,,,
  13/01/1898,     28 01,    145 12,38.1,-122.3,                     noon,              mare island,north pacific,,
  14/01/1898,,,,,,,,,
  14/01/1898,   25 47 N,  149 20 W,21.3,-157.9,making passage to honolulu hi,                 honolulu,north pacific,,
  15/01/1898,,,,,,,,,
  15/01/1898,   23 30 N,  153 07 W,21.3,-157.9,                     noon,                 honolulu,north pacific,,
  16/01/1898,,,,,,,,,
  16/01/1898,,,21.3,-157.9,making passage to honolulu hi,                 honolulu,oahu,21 28N,157 59W
  17/01/1898,,,21.3,-157.9,             honolulu h i,                 honolulu,,,
  17/01/1898,,,21.3,-157.9,   moored at honolulu h i,                 honolulu,,,
  18/01/1898,,,,,,,,,
  18/01/1898,,,21.3,-157.9,   moored at honolulu h i,                 honolulu,,,
  19/01/1898,,,,,,,,,
  19/01/1898,,,21.3,-157.9,    moored at honolulu hi,                 honolulu,,,
  20/01/1898,,,,,,,,,
  20/01/1898,,,21.3,-157.9,   moored at honolulu h i,                 honolulu,,,
  21/01/1898,,,,,,,,,
  21/01/1898,   21 12 N,  158 10 W,21.3,-157.9,            noon bearings,                 honolulu,north pacific,,
  22/01/1898,,,,,,,,,
  22/01/1898,   21 16 N,  162 00 W,35.5,139.6,                     noon,                yokohamas,north pacific,,
  23/01/1898,,,,,,,,,
  23/01/1898,   21 35 N,  165 50 W,35.5,139.6,making passage to yokohama japan,                yokohamas,north pacific,,
  24/01/1898,,,,,,,,,
  24/01/1898,   21 57 N,  169 50 W,35.5,139.6,                     noon,                yokohamas,north pacific,,
  25/01/1898,,,,,,,,,
  25/01/1898,   22 40 N,  173 54 W,35.5,139.6,                     noon,                yokohamas,north pacific,,
  26/01/1898,,,,,,,,,
  26/01/1898,   23 17 N,  177 50 W,35.5,139.6,making passage to yokohama japan,                yokohamas,north pacific,,
  27/01/1898,,,,,,,,,
  27/01/1898,   24 02 N,  177 55 E,35.5,139.6,making passage to yokohama japan,                yokohamas,north pacific,,
  29/01/1898,,,,,,,,,
  29/01/1898,   24 34 N,  174 08 E,35.5,139.6,making passage to yokohama japan,                yokohamas,north pacific,,
  30/01/1898,,,,,,,,,
  30/01/1898,   25 14 N,  170 28 E,35.5,139.6,making passage to yokohama japan,                yokohamas,north pacific,,
  31/01/1898,,,,,,,,,
  31/01/1898,   25 53 N,  166 41 E,35.5,139.6,making passage to yokohama japan,                yokohamas,north pacific,,
  01/02/1898,,,,,,,,,
  01/02/1898,   24 41 N,  162 55 E,35.5,139.6,                     noon,                yokohamas,north pacific,,
  02/02/1898,,,,,,,,,
  02/02/1898,     27 36,    159 35,35.5,139.6,making passage to yokohama japan,                yokohamas,north pacific,,
  03/02/1898,,,,,,,,,
  03/02/1898,     28 23,    157 00,35.5,139.6,making passage to yokohama japan,                yokohamas,north pacific,,
  04/02/1898,,,,,,,,,
  04/02/1898,     29 18,    153 17,35.5,139.6,making passage to yokohama japan,                yokohamas,north pacific,,
  05/02/1898,,,,,,,,,
  05/02/1898,     30 31,    149 37,35.5,139.6,making passage to yokohama japan,                yokohamas,north pacific,,
  06/02/1898,,,,,,,,,
  06/02/1898,     31 33,    146 17,35.5,139.6,                     noon,                yokohamas,north pacific,,
  07/02/1898,,,,,,,,,
  07/02/1898,     33 08,    142 08,35.5,139.6,                     noon,                yokohamas,north pacific,,
  08/02/1898,,,,,,,,,
  08/02/1898,,,35.5,139.6,making passage to yokohama japan and at anchor in yokohama harbor,                yokohamas,,,
  09/02/1898,     34 08,    139 64,29.9,32.6,at 545 sighted a sail on port bow and at 645 sight land 3 points ford of port beam which was found to be the island of miaki sima,                   port t,miyake jima,34 5N,139 31E
  09/02/1898,,,64.4,-173.2,anchored in yokohama harbor japan,              emma harbor,yokohama,35 26 39N,139 38 17E
  10/02/1898,,,,,,,,,
  10/02/1898,,,64.4,-173.2,anchored in yokohama harbor japan,              emma harbor,yokohama,,
  11/02/1898,,,,,,,,,
  11/02/1898,,,35.5,-173.2,    yokohoma harbor japan,              emma harbor,yokohama,,
  12/02/1898,,,,,,,,,
  12/02/1898,,,64.4,-173.2,    yokohoma harbor japan,                yokohamas,yokohama,,
  13/02/1898,,,,,,,,,
  13/02/1898,,,64.4,139.6,    yokohoma harbor japan,                yokohamas,,,
  14/02/1898,,,,,,,,,
  14/02/1898,,,64.4,139.6,    yokohoma harbor japan,                yokohamas,,,
  15/02/1898,,,,,,,,,
  15/02/1898,,,35.5,139.6,    yokohoma harbor japan,              emma harbor,,,
  16/02/1898,,,,,,,,,
  16/02/1898,,,64.4,-173.2,    yokohoma harbor japan,                yokohamas,,,
  17/02/1898,,,,,,,,,
  17/02/1898,,,35.5,139.6, moored at yokohama japan,                yokohamas,,,
  18/02/1898,,,,,,,,,
  18/02/1898,,,35.5,139.6,moored at yokohama japan and making passage to chimulpho,                yokohamas,yokohama,,
  19/02/1898,     35 44,    139 64,54.9,-5.8,glare of flash of omai saki light in sight forward of starboard beam throughout,                    larne,omaezaki lighthouse,34 35 45.2N,138 13 32.3E
  19/02/1898,,,21.5,109.1,making passage to chimulpho,                    china,seto inland sea,34 10N,133 20E
  20/02/1898,,,,,,,,,
  20/02/1898,,,37.5,126.7,making passage to chimulpho corea,                chemulpho,seto inland sea,,
  21/02/1898,,,,,,,,,
  21/02/1898,,,37.5,126.7,making passage to chimulpho corea,                chemulpho,seto inland sea,,
  22/02/1898,,,,,,,,,
  22/02/1898,,,37.5,126.7,making passage to chimulpho corea,                chemulpho,seto inland sea,,
  23/02/1898,     33 99,    130 36,36.9,7.8,at 613 tsu shima light bore abeam distant 13 12 miles,                     kure,tsunoshima lighthouse,34 21 08.9N,130 50 27.7E
  23/02/1898,,,35.5,139.6,making passage from yokohama to chemulpho corea,                yokohamas,korea strait,34 35 58N,129 47 48E
  24/02/1898,     34 03,    127 31,29.9,32.6,at 700 sighted land 3 points ford of starboard beam port hamilton,                   port t,korea strait,,
  24/02/1898,,,37.5,126.7,making passage to chemulpho corea,                chemulpho,yellow sea,35 0N,123 0E
  25/02/1898,,,,,,,,,
  25/02/1898,,,37.5,126.7,at anchor off chemulpho corea,                chemulpho,incheon,37 29N,126 38E
  26/02/1898,,,,,,,,,
  26/02/1898,,,37.5,126.7,at anchor off chemulpho corea,                chemulpho,incheon,,
  27/02/1898,,,,,,,,,
  27/02/1898,,,34.2,114.1,making passage for hong kong china,             nw hong kong,yellow sea,,
  28/02/1898,,,,,,,,,
  28/02/1898,   31 50 N,  124 04 E,22.3,114.1,making passage to hong kong china,             nw hong kong,east china sea,30N,125E
  01/03/1898,,,,,,,,,
  01/03/1898,     26 47,    120 45,22.3,114.1,making passage to hong kong china,             nw hong kong,taiwan strait,24 48 40N,119 55 42E
  02/03/1898,,,,,,,,,
